,class,fine_class,text,target
1566,TRS,K2E,왕은 영어로 무엇을 할 것인가?,왕
1567,TRS,K2E,책은 영어로 무엇을 할 것인가?,책
1568,TRS,K2E,필요한 것은 영어로 무엇을 할 것인가?,필요한 것
1569,TRS,K2E,닫은은 영어로 무엇을 할 것인가?,닫은
1570,TRS,K2E,장난은 영어로 무엇을 할 것인가?,장난
1571,TRS,K2E,달은 영어로 무엇을 할 것인가?,달
1572,TRS,K2E,생신은 영어로 무엇을 할 것인가?,생신
1573,TRS,K2E,낮은은 영어로 무엇을 할 것인가?,낮은
1574,TRS,K2E,회전은 영어로 무엇을 할 것인가?,회전
1575,TRS,K2E,부인은 영어로 무엇을 할 것인가?,부인
1576,TRS,K2E,쿡은 영어로 무엇을 할 것인가?,쿡
1577,TRS,K2E,슈퍼마켓은 영어로 무엇을 할 것인가?,슈퍼마켓
1578,TRS,K2E,진실은 영어로 무엇을 할 것인가?,진실
1579,TRS,K2E,상단은 영어로 무엇을 할 것인가?,상단
1580,TRS,K2E,얼굴은 영어로 무엇을 할 것인가?,얼굴
1581,TRS,K2E,학생은 영어로 무엇을 할 것인가?,학생
1582,TRS,K2E,못은 영어로 무엇을 할 것인가?,못
1583,TRS,K2E,장갑은 영어로 무엇을 할 것인가?,장갑
1584,TRS,K2E,천은 영어로 무엇을 할 것인가?,천
1585,TRS,K2E,사격은 영어로 무엇을 할 것인가?,사격
1586,TRS,K2E,큰은 영어로 무엇을 할 것인가?,큰
1587,TRS,K2E,비어 있는은 영어로 무엇을 할 것인가?,비어 있는
1588,TRS,K2E,두번은 영어로 무엇을 할 것인가?,두번
1589,TRS,K2E,강한은 영어로 무엇을 할 것인가?,강한
1590,TRS,K2E,구름은 영어로 무엇을 할 것인가?,구름
1591,TRS,K2E,오늘 밤은 영어로 무엇을 할 것인가?,오늘 밤
1592,TRS,K2E,상단은 영어로 무엇을 할 것인가?,상단
1593,TRS,K2E,눈은 영어로 무엇을 할 것인가?,눈
1594,TRS,K2E,좋은은 영어로 무엇을 할 것인가?,좋은
1595,TRS,K2E,쌍은 영어로 무엇을 할 것인가?,쌍
1596,TRS,K2E,반환은 영어로 무엇을 할 것인가?,반환
1597,TRS,K2E,색깔은 영어로 무엇을 할 것인가?,색깔
1598,TRS,K2E,은행은 영어로 무엇을 할 것인가?,은행
1599,TRS,K2E,북쪽은 영어로 무엇을 할 것인가?,북쪽
1600,TRS,M2E,more의 의미가 뭐에요?,more
1601,TRS,M2E,sentence의 의미가 뭐에요?,sentence
1602,TRS,M2E,day의 의미가 뭐에요?,day
1603,TRS,M2E,set의 의미가 뭐에요?,set
1604,TRS,M2E,city의 의미가 뭐에요?,city
1605,TRS,M2E,three의 의미가 뭐에요?,three
1606,TRS,M2E,tree의 의미가 뭐에요?,tree
1607,TRS,M2E,go의 의미가 뭐에요?,go
1608,TRS,M2E,want의 의미가 뭐에요?,want
1609,TRS,M2E,cross의 의미가 뭐에요?,cross
1610,TRS,M2E,come의 의미가 뭐에요?,come
1611,TRS,M2E,air의 의미가 뭐에요?,air
1612,TRS,M2E,did의 의미가 뭐에요?,did
1613,TRS,M2E,well의 의미가 뭐에요?,well
1614,TRS,M2E,hard의 의미가 뭐에요?,hard
1615,TRS,M2E,is의 의미가 뭐에요?,is
1616,TRS,M2E,also의 의미가 뭐에요?,also
1617,TRS,M2E,start의 의미가 뭐에요?,start
1618,TRS,M2E,sound의 의미가 뭐에요?,sound
1619,TRS,M2E,play의 의미가 뭐에요?,play
1620,TRS,M2E,small의 의미가 뭐에요?,small
1621,TRS,M2E,story의 의미가 뭐에요?,story
1622,TRS,M2E,most의 의미가 뭐에요?,most
1623,TRS,M2E,end의 의미가 뭐에요?,end
1624,TRS,M2E,saw의 의미가 뭐에요?,saw
1625,TRS,M2E,number의 의미가 뭐에요?,number
1626,TRS,M2E,put의 의미가 뭐에요?,put
1627,TRS,M2E,far의 의미가 뭐에요?,far
1628,TRS,M2E,was의 의미가 뭐에요?,was
1629,TRS,M2E,who의 의미가 뭐에요?,who
1630,TRS,M2E,home의 의미가 뭐에요?,home
1631,TRS,M2E,sea의 의미가 뭐에요?,sea
1632,TRS,M2E,read의 의미가 뭐에요?,read
1633,TRS,M2E,draw의 의미가 뭐에요?,draw
1634,TRS,M2E,know의 의미가 뭐에요?,know
1635,TRS,M2E,hand의 의미가 뭐에요?,hand
1636,TRS,M2E,left의 의미가 뭐에요?,left
1637,TRS,M2E,are의 의미가 뭐에요?,are
1638,TRS,M2E,water의 의미가 뭐에요?,water
1639,TRS,M2E,port의 의미가 뭐에요?,port
1640,TRS,M2E,late의 의미가 뭐에요?,late
1641,TRS,M2E,large의 의미가 뭐에요?,large
1642,TRS,M2E,run의 의미가 뭐에요?,run
1643,TRS,M2E,call의 의미가 뭐에요?,call
1644,TRS,M2E,spell의 의미가 뭐에요?,spell
1645,TRS,M2E,don't의 의미가 뭐에요?,don't
1646,TRS,M2E,first의 의미가 뭐에요?,first
1647,TRS,M2E,add의 의미가 뭐에요?,add
1648,TRS,M2E,people의 의미가 뭐에요?,people
1649,TRS,M2E,even의 의미가 뭐에요?,even
1650,TRS,M2E,land의 의미가 뭐에요?,land
1651,TRS,M2E,close의 의미가 뭐에요?,close
1652,TRS,M2E,be의 의미가 뭐에요?,be
1653,TRS,M2E,down의 의미가 뭐에요?,down
1654,TRS,M2E,here의 의미가 뭐에요?,here
1655,TRS,M2E,night의 의미가 뭐에요?,night
1656,TRS,M2E,side의 의미가 뭐에요?,side
1657,TRS,M2E,real의 의미가 뭐에요?,real
1658,TRS,M2E,one의 의미가 뭐에요?,one
1659,TRS,M2E,been의 의미가 뭐에요?,been
1660,TRS,M2E,big의 의미가 뭐에요?,big
1661,TRS,M2E,life의 의미가 뭐에요?,life
1662,TRS,M2E,have의 의미가 뭐에요?,have
1663,TRS,M2E,now의 의미가 뭐에요?,now
1664,TRS,M2E,high의 의미가 뭐에요?,high
1665,TRS,M2E,few의 의미가 뭐에요?,few
1666,TRS,M2E,find의 의미가 뭐에요?,find
1667,TRS,M2E,such의 의미가 뭐에요?,such
1668,TRS,M2E,stop의 의미가 뭐에요?,stop
1669,TRS,M2E,follow의 의미가 뭐에요?,follow
1670,TRS,M2E,open의 의미가 뭐에요?,open
1671,TRS,M2E,new의 의미가 뭐에요?,new
1672,TRS,M2E,act의 의미가 뭐에요?,act
1673,TRS,M2E,seem의 의미가 뭐에요?,seem
1674,TRS,M2E,had의 의미가 뭐에요?,had
1675,TRS,M2E,work의 의미가 뭐에요?,work
1676,TRS,M2E,why의 의미가 뭐에요?,why
1677,TRS,M2E,together의 의미가 뭐에요?,together
1678,TRS,M2E,part의 의미가 뭐에요?,part
1679,TRS,M2E,ask의 의미가 뭐에요?,ask
1680,TRS,M2E,next의 의미가 뭐에요?,next
1681,TRS,M2E,hot의 의미가 뭐에요?,hot
1682,TRS,M2E,take의 의미가 뭐에요?,take
1683,TRS,M2E,men의 의미가 뭐에요?,men
1684,TRS,M2E,white의 의미가 뭐에요?,white
1685,TRS,M2E,get의 의미가 뭐에요?,get
1686,TRS,M2E,change의 의미가 뭐에요?,change
1687,TRS,M2E,children의 의미가 뭐에요?,children
1688,TRS,M2E,place의 의미가 뭐에요?,place
1689,TRS,M2E,went의 의미가 뭐에요?,went
1690,TRS,M2E,begin의 의미가 뭐에요?,begin
1691,TRS,M2E,what의 의미가 뭐에요?,what
1692,TRS,M2E,made의 의미가 뭐에요?,made
1693,TRS,M2E,light의 의미가 뭐에요?,light
1694,TRS,M2E,got의 의미가 뭐에요?,got
1695,TRS,M2E,there의 의미가 뭐에요?,there
1696,TRS,M2E,live의 의미가 뭐에요?,live
1697,TRS,M2E,kind의 의미가 뭐에요?,kind
1698,TRS,M2E,walk의 의미가 뭐에요?,walk
1699,TRS,M2E,where의 의미가 뭐에요?,where
1700,TRS,M2E,off의 의미가 뭐에요?,off
1701,TRS,M2E,example의 의미가 뭐에요?,example
1702,TRS,M2E,need의 의미가 뭐에요?,need
1703,TRS,M2E,ease의 의미가 뭐에요?,ease
1704,TRS,M2E,out의 의미가 뭐에요?,out
1705,TRS,M2E,back의 의미가 뭐에요?,back
1706,TRS,M2E,house의 의미가 뭐에요?,house
1707,TRS,M2E,paper의 의미가 뭐에요?,paper
1708,TRS,M2E,other의 의미가 뭐에요?,other
1709,TRS,M2E,little의 의미가 뭐에요?,little
1710,TRS,M2E,picture의 의미가 뭐에요?,picture
1711,TRS,M2E,often의 의미가 뭐에요?,often
1712,TRS,M2E,were의 의미가 뭐에요?,were
1713,TRS,M2E,only의 의미가 뭐에요?,only
1714,TRS,M2E,try의 의미가 뭐에요?,try
1715,TRS,M2E,always의 의미가 뭐에요?,always
1716,TRS,M2E,round의 의미가 뭐에요?,round
1717,TRS,M2E,music의 의미가 뭐에요?,music
1718,TRS,M2E,man의 의미가 뭐에요?,man
1719,TRS,M2E,again의 의미가 뭐에요?,again
1720,TRS,M2E,when의 의미가 뭐에요?,when
1721,TRS,M2E,year의 의미가 뭐에요?,year
1722,TRS,M2E,animal의 의미가 뭐에요?,animal
1723,TRS,M2E,up의 의미가 뭐에요?,up
1724,TRS,M2E,came의 의미가 뭐에요?,came
1725,TRS,M2E,point의 의미가 뭐에요?,point
1726,TRS,M2E,mark의 의미가 뭐에요?,mark
1727,TRS,M2E,use의 의미가 뭐에요?,use
1728,TRS,M2E,show의 의미가 뭐에요?,show
1729,TRS,M2E,mother의 의미가 뭐에요?,mother
1730,TRS,M2E,book의 의미가 뭐에요?,book
1731,TRS,M2E,word의 의미가 뭐에요?,word
1732,TRS,M2E,world의 의미가 뭐에요?,world
1733,TRS,M2E,letter의 의미가 뭐에요?,letter
1734,TRS,M2E,how의 의미가 뭐에요?,how
1735,TRS,M2E,good의 의미가 뭐에요?,good
1736,TRS,M2E,said의 의미가 뭐에요?,said
1737,TRS,M2E,build의 의미가 뭐에요?,build
1738,TRS,M2E,give의 의미가 뭐에요?,give
1739,TRS,M2E,self의 의미가 뭐에요?,self
1740,TRS,M2E,river의 의미가 뭐에요?,river
1741,TRS,M2E,earth의 의미가 뭐에요?,earth
1742,TRS,M2E,car의 의미가 뭐에요?,car
1743,TRS,M2E,father의 의미가 뭐에요?,father
1744,TRS,M2E,feet의 의미가 뭐에요?,feet
1745,TRS,M2E,which의 의미가 뭐에요?,which
1746,TRS,M2E,name의 의미가 뭐에요?,name
1747,TRS,M2E,head의 의미가 뭐에요?,head
1748,TRS,M2E,care의 의미가 뭐에요?,care
1749,TRS,M2E,do의 의미가 뭐에요?,do
1750,TRS,M2E,very의 의미가 뭐에요?,very
1751,TRS,M2E,stand의 의미가 뭐에요?,stand
1752,TRS,M2E,second의 의미가 뭐에요?,second
1753,TRS,M2E,own의 의미가 뭐에요?,own
1754,TRS,M2E,group의 의미가 뭐에요?,group
1755,TRS,M2E,time의 의미가 뭐에요?,time
1756,TRS,M2E,just의 의미가 뭐에요?,just
1757,TRS,M2E,page의 의미가 뭐에요?,page
1758,TRS,M2E,carry의 의미가 뭐에요?,carry
1759,TRS,M2E,form의 의미가 뭐에요?,form
1760,TRS,M2E,took의 의미가 뭐에요?,took
1761,TRS,M2E,much의 의미가 뭐에요?,much
1762,TRS,M2E,country의 의미가 뭐에요?,country
1763,TRS,M2E,rain의 의미가 뭐에요?,rain
1764,TRS,M2E,way의 의미가 뭐에요?,way
1765,TRS,M2E,great의 의미가 뭐에요?,great
1766,TRS,M2E,found의 의미가 뭐에요?,found
1767,TRS,M2E,eat의 의미가 뭐에요?,eat
1768,TRS,M2E,think의 의미가 뭐에요?,think
1769,TRS,M2E,answer의 의미가 뭐에요?,answer
1770,TRS,M2E,room의 의미가 뭐에요?,room
1771,TRS,M2E,many의 의미가 뭐에요?,many
1772,TRS,M2E,say의 의미가 뭐에요?,say
1773,TRS,M2E,school의 의미가 뭐에요?,school
1774,TRS,M2E,friend의 의미가 뭐에요?,friend
1775,TRS,M2E,then의 의미가 뭐에요?,then
1776,TRS,M2E,help의 의미가 뭐에요?,help
1777,TRS,M2E,grow의 의미가 뭐에요?,grow
1778,TRS,M2E,began의 의미가 뭐에요?,began
1779,TRS,M2E,low의 의미가 뭐에요?,low
1780,TRS,M2E,study의 의미가 뭐에요?,study
1781,TRS,M2E,idea의 의미가 뭐에요?,idea
1782,TRS,M2E,line의 의미가 뭐에요?,line
1783,TRS,M2E,still의 의미가 뭐에요?,still
1784,TRS,M2E,fish의 의미가 뭐에요?,fish
1785,TRS,M2E,write의 의미가 뭐에요?,write
1786,TRS,M2E,learn의 의미가 뭐에요?,learn
1787,TRS,M2E,mountain의 의미가 뭐에요?,mountain
1788,TRS,M2E,turn의 의미가 뭐에요?,turn
1789,TRS,M2E,plant의 의미가 뭐에요?,plant
1790,TRS,M2E,north의 의미가 뭐에요?,north
1791,TRS,M2E,so의 의미가 뭐에요?,so
1792,TRS,M2E,cause의 의미가 뭐에요?,cause
1793,TRS,M2E,cover의 의미가 뭐에요?,cover
1794,TRS,M2E,once의 의미가 뭐에요?,once
1795,TRS,M2E,same의 의미가 뭐에요?,same
1796,TRS,M2E,food의 의미가 뭐에요?,food
1797,TRS,M2E,base의 의미가 뭐에요?,base
1798,TRS,M2E,mean의 의미가 뭐에요?,mean
1799,TRS,M2E,sun의 의미가 뭐에요?,sun
1800,TRS,M2E,hear의 의미가 뭐에요?,hear
1801,TRS,M2E,long의 의미가 뭐에요?,long
1802,TRS,M2E,differ의 의미가 뭐에요?,differ
1803,TRS,M2E,four의 의미가 뭐에요?,four
1804,TRS,M2E,horse의 의미가 뭐에요?,horse
1805,TRS,M2E,make의 의미가 뭐에요?,make
1806,TRS,M2E,move의 의미가 뭐에요?,move
1807,TRS,M2E,thought의 의미가 뭐에요?,thought
1808,TRS,M2E,cut의 의미가 뭐에요?,cut
1809,TRS,M2E,thing의 의미가 뭐에요?,thing
1810,TRS,M2E,right의 의미가 뭐에요?,right
1811,TRS,M2E,let의 의미가 뭐에요?,let
1812,TRS,M2E,sure의 의미가 뭐에요?,sure
1813,TRS,M2E,see의 의미가 뭐에요?,see
1814,TRS,M2E,boy의 의미가 뭐에요?,boy
1815,TRS,M2E,keep의 의미가 뭐에요?,keep
1816,TRS,M2E,watch의 의미가 뭐에요?,watch
1817,TRS,M2E,old의 의미가 뭐에요?,old
1818,TRS,M2E,eye의 의미가 뭐에요?,eye
1819,TRS,M2E,color의 의미가 뭐에요?,color
1820,TRS,M2E,two의 의미가 뭐에요?,two
1821,TRS,M2E,too의 의미가 뭐에요?,too
1822,TRS,M2E,never의 의미가 뭐에요?,never
1823,TRS,M2E,face의 의미가 뭐에요?,face
1824,TRS,M2E,has의 의미가 뭐에요?,has
1825,TRS,M2E,does의 의미가 뭐에요?,does
1826,TRS,M2E,last의 의미가 뭐에요?,last
1827,TRS,M2E,wood의 의미가 뭐에요?,wood
1828,TRS,M2E,look의 의미가 뭐에요?,look
1829,TRS,M2E,tell의 의미가 뭐에요?,tell
1830,TRS,M2E,door의 의미가 뭐에요?,door
1831,TRS,M2E,main의 의미가 뭐에요?,main
1832,TRS,M2E,more의 의미는 무엇인가?,more
1833,TRS,M2E,sentence의 의미는 무엇인가?,sentence
1834,TRS,M2E,day의 의미는 무엇인가?,day
1835,TRS,M2E,set의 의미는 무엇인가?,set
1836,TRS,M2E,city의 의미는 무엇인가?,city
1837,TRS,M2E,three의 의미는 무엇인가?,three
1838,TRS,M2E,tree의 의미는 무엇인가?,tree
1839,TRS,M2E,go의 의미는 무엇인가?,go
1840,TRS,M2E,want의 의미는 무엇인가?,want
1841,TRS,M2E,cross의 의미는 무엇인가?,cross
1842,TRS,M2E,come의 의미는 무엇인가?,come
1843,TRS,M2E,air의 의미는 무엇인가?,air
1844,TRS,M2E,did의 의미는 무엇인가?,did
1845,TRS,M2E,well의 의미는 무엇인가?,well
1846,TRS,M2E,hard의 의미는 무엇인가?,hard
1847,TRS,M2E,is의 의미는 무엇인가?,is
1848,TRS,M2E,also의 의미는 무엇인가?,also
1849,TRS,M2E,start의 의미는 무엇인가?,start
1850,TRS,M2E,sound의 의미는 무엇인가?,sound
1851,TRS,M2E,play의 의미는 무엇인가?,play
1852,TRS,M2E,small의 의미는 무엇인가?,small
1853,TRS,M2E,story의 의미는 무엇인가?,story
1854,TRS,M2E,most의 의미는 무엇인가?,most
1855,TRS,M2E,end의 의미는 무엇인가?,end
1856,TRS,M2E,saw의 의미는 무엇인가?,saw
1857,TRS,M2E,number의 의미는 무엇인가?,number
1858,TRS,M2E,put의 의미는 무엇인가?,put
1859,TRS,M2E,far의 의미는 무엇인가?,far
1860,TRS,M2E,was의 의미는 무엇인가?,was
1861,TRS,M2E,who의 의미는 무엇인가?,who
1862,TRS,M2E,home의 의미는 무엇인가?,home
1863,TRS,M2E,sea의 의미는 무엇인가?,sea
1864,TRS,M2E,read의 의미는 무엇인가?,read
1865,TRS,M2E,draw의 의미는 무엇인가?,draw
1866,TRS,M2E,know의 의미는 무엇인가?,know
1867,TRS,M2E,hand의 의미는 무엇인가?,hand
1868,TRS,M2E,left의 의미는 무엇인가?,left
1869,TRS,M2E,are의 의미는 무엇인가?,are
1870,TRS,M2E,water의 의미는 무엇인가?,water
1871,TRS,M2E,port의 의미는 무엇인가?,port
1872,TRS,M2E,late의 의미는 무엇인가?,late
1873,TRS,M2E,large의 의미는 무엇인가?,large
1874,TRS,M2E,run의 의미는 무엇인가?,run
1875,TRS,M2E,call의 의미는 무엇인가?,call
1876,TRS,M2E,spell의 의미는 무엇인가?,spell
1877,TRS,M2E,don't의 의미는 무엇인가?,don't
1878,TRS,M2E,first의 의미는 무엇인가?,first
1879,TRS,M2E,add의 의미는 무엇인가?,add
1880,TRS,M2E,people의 의미는 무엇인가?,people
1881,TRS,M2E,even의 의미는 무엇인가?,even
1882,TRS,M2E,land의 의미는 무엇인가?,land
1883,TRS,M2E,close의 의미는 무엇인가?,close
1884,TRS,M2E,be의 의미는 무엇인가?,be
1885,TRS,M2E,down의 의미는 무엇인가?,down
1886,TRS,M2E,here의 의미는 무엇인가?,here
1887,TRS,M2E,night의 의미는 무엇인가?,night
1888,TRS,M2E,side의 의미는 무엇인가?,side
1889,TRS,M2E,real의 의미는 무엇인가?,real
1890,TRS,M2E,one의 의미는 무엇인가?,one
1891,TRS,M2E,been의 의미는 무엇인가?,been
1892,TRS,M2E,big의 의미는 무엇인가?,big
1893,TRS,M2E,life의 의미는 무엇인가?,life
1894,TRS,M2E,have의 의미는 무엇인가?,have
1895,TRS,M2E,now의 의미는 무엇인가?,now
1896,TRS,M2E,high의 의미는 무엇인가?,high
1897,TRS,M2E,few의 의미는 무엇인가?,few
1898,TRS,M2E,find의 의미는 무엇인가?,find
1899,TRS,M2E,such의 의미는 무엇인가?,such
1900,TRS,M2E,stop의 의미는 무엇인가?,stop
1901,TRS,M2E,follow의 의미는 무엇인가?,follow
1902,TRS,M2E,open의 의미는 무엇인가?,open
1903,TRS,M2E,new의 의미는 무엇인가?,new
1904,TRS,M2E,act의 의미는 무엇인가?,act
1905,TRS,M2E,seem의 의미는 무엇인가?,seem
1906,TRS,M2E,had의 의미는 무엇인가?,had
1907,TRS,M2E,work의 의미는 무엇인가?,work
1908,TRS,M2E,why의 의미는 무엇인가?,why
1909,TRS,M2E,together의 의미는 무엇인가?,together
1910,TRS,M2E,part의 의미는 무엇인가?,part
1911,TRS,M2E,ask의 의미는 무엇인가?,ask
1912,TRS,M2E,next의 의미는 무엇인가?,next
1913,TRS,M2E,hot의 의미는 무엇인가?,hot
1914,TRS,M2E,take의 의미는 무엇인가?,take
1915,TRS,M2E,men의 의미는 무엇인가?,men
1916,TRS,M2E,white의 의미는 무엇인가?,white
1917,TRS,M2E,get의 의미는 무엇인가?,get
1918,TRS,M2E,change의 의미는 무엇인가?,change
1919,TRS,M2E,children의 의미는 무엇인가?,children
1920,TRS,M2E,place의 의미는 무엇인가?,place
1921,TRS,M2E,went의 의미는 무엇인가?,went
1922,TRS,M2E,begin의 의미는 무엇인가?,begin
1923,TRS,M2E,what의 의미는 무엇인가?,what
1924,TRS,M2E,made의 의미는 무엇인가?,made
1925,TRS,M2E,light의 의미는 무엇인가?,light
1926,TRS,M2E,got의 의미는 무엇인가?,got
1927,TRS,M2E,there의 의미는 무엇인가?,there
1928,TRS,M2E,live의 의미는 무엇인가?,live
1929,TRS,M2E,kind의 의미는 무엇인가?,kind
1930,TRS,M2E,walk의 의미는 무엇인가?,walk
1931,TRS,M2E,where의 의미는 무엇인가?,where
1932,TRS,M2E,off의 의미는 무엇인가?,off
1933,TRS,M2E,example의 의미는 무엇인가?,example
1934,TRS,M2E,need의 의미는 무엇인가?,need
1935,TRS,M2E,ease의 의미는 무엇인가?,ease
1936,TRS,M2E,out의 의미는 무엇인가?,out
1937,TRS,M2E,back의 의미는 무엇인가?,back
1938,TRS,M2E,house의 의미는 무엇인가?,house
1939,TRS,M2E,paper의 의미는 무엇인가?,paper
1940,TRS,M2E,other의 의미는 무엇인가?,other
1941,TRS,M2E,little의 의미는 무엇인가?,little
1942,TRS,M2E,picture의 의미는 무엇인가?,picture
1943,TRS,M2E,often의 의미는 무엇인가?,often
1944,TRS,M2E,were의 의미는 무엇인가?,were
1945,TRS,M2E,only의 의미는 무엇인가?,only
1946,TRS,M2E,try의 의미는 무엇인가?,try
1947,TRS,M2E,always의 의미는 무엇인가?,always
1948,TRS,M2E,round의 의미는 무엇인가?,round
1949,TRS,M2E,music의 의미는 무엇인가?,music
1950,TRS,M2E,man의 의미는 무엇인가?,man
1951,TRS,M2E,again의 의미는 무엇인가?,again
1952,TRS,M2E,when의 의미는 무엇인가?,when
1953,TRS,M2E,year의 의미는 무엇인가?,year
1954,TRS,M2E,animal의 의미는 무엇인가?,animal
1955,TRS,M2E,up의 의미는 무엇인가?,up
1956,TRS,M2E,came의 의미는 무엇인가?,came
1957,TRS,M2E,point의 의미는 무엇인가?,point
1958,TRS,M2E,mark의 의미는 무엇인가?,mark
1959,TRS,M2E,use의 의미는 무엇인가?,use
1960,TRS,M2E,show의 의미는 무엇인가?,show
1961,TRS,M2E,mother의 의미는 무엇인가?,mother
1962,TRS,M2E,book의 의미는 무엇인가?,book
1963,TRS,M2E,word의 의미는 무엇인가?,word
1964,TRS,M2E,world의 의미는 무엇인가?,world
1965,TRS,M2E,letter의 의미는 무엇인가?,letter
1966,TRS,M2E,how의 의미는 무엇인가?,how
1967,TRS,M2E,good의 의미는 무엇인가?,good
1968,TRS,M2E,said의 의미는 무엇인가?,said
1969,TRS,M2E,build의 의미는 무엇인가?,build
1970,TRS,M2E,give의 의미는 무엇인가?,give
1971,TRS,M2E,self의 의미는 무엇인가?,self
1972,TRS,M2E,river의 의미는 무엇인가?,river
1973,TRS,M2E,earth의 의미는 무엇인가?,earth
1974,TRS,M2E,car의 의미는 무엇인가?,car
1975,TRS,M2E,father의 의미는 무엇인가?,father
1976,TRS,M2E,feet의 의미는 무엇인가?,feet
1977,TRS,M2E,which의 의미는 무엇인가?,which
1978,TRS,M2E,name의 의미는 무엇인가?,name
1979,TRS,M2E,head의 의미는 무엇인가?,head
1980,TRS,M2E,care의 의미는 무엇인가?,care
1981,TRS,M2E,do의 의미는 무엇인가?,do
1982,TRS,M2E,very의 의미는 무엇인가?,very
1983,TRS,M2E,stand의 의미는 무엇인가?,stand
1984,TRS,M2E,second의 의미는 무엇인가?,second
1985,TRS,M2E,own의 의미는 무엇인가?,own
1986,TRS,M2E,group의 의미는 무엇인가?,group
1987,TRS,M2E,time의 의미는 무엇인가?,time
1988,TRS,M2E,just의 의미는 무엇인가?,just
1989,TRS,M2E,page의 의미는 무엇인가?,page
1990,TRS,M2E,carry의 의미는 무엇인가?,carry
1991,TRS,M2E,form의 의미는 무엇인가?,form
1992,TRS,M2E,took의 의미는 무엇인가?,took
1993,TRS,M2E,much의 의미는 무엇인가?,much
1994,TRS,M2E,country의 의미는 무엇인가?,country
1995,TRS,M2E,rain의 의미는 무엇인가?,rain
1996,TRS,M2E,way의 의미는 무엇인가?,way
1997,TRS,M2E,great의 의미는 무엇인가?,great
1998,TRS,M2E,found의 의미는 무엇인가?,found
1999,TRS,M2E,eat의 의미는 무엇인가?,eat
2000,TRS,M2E,think의 의미는 무엇인가?,think
2001,TRS,M2E,answer의 의미는 무엇인가?,answer
2002,TRS,M2E,room의 의미는 무엇인가?,room
2003,TRS,M2E,many의 의미는 무엇인가?,many
2004,TRS,M2E,say의 의미는 무엇인가?,say
2005,TRS,M2E,school의 의미는 무엇인가?,school
2006,TRS,M2E,friend의 의미는 무엇인가?,friend
2007,TRS,M2E,then의 의미는 무엇인가?,then
2008,TRS,M2E,help의 의미는 무엇인가?,help
2009,TRS,M2E,grow의 의미는 무엇인가?,grow
2010,TRS,M2E,began의 의미는 무엇인가?,began
2011,TRS,M2E,low의 의미는 무엇인가?,low
2012,TRS,M2E,study의 의미는 무엇인가?,study
2013,TRS,M2E,idea의 의미는 무엇인가?,idea
2014,TRS,M2E,line의 의미는 무엇인가?,line
2015,TRS,M2E,still의 의미는 무엇인가?,still
2016,TRS,M2E,fish의 의미는 무엇인가?,fish
2017,TRS,M2E,write의 의미는 무엇인가?,write
2018,TRS,M2E,learn의 의미는 무엇인가?,learn
2019,TRS,M2E,mountain의 의미는 무엇인가?,mountain
2020,TRS,M2E,turn의 의미는 무엇인가?,turn
2021,TRS,M2E,plant의 의미는 무엇인가?,plant
2022,TRS,M2E,north의 의미는 무엇인가?,north
2023,TRS,M2E,so의 의미는 무엇인가?,so
2024,TRS,M2E,cause의 의미는 무엇인가?,cause
2025,TRS,M2E,cover의 의미는 무엇인가?,cover
2026,TRS,M2E,once의 의미는 무엇인가?,once
2027,TRS,M2E,same의 의미는 무엇인가?,same
2028,TRS,M2E,food의 의미는 무엇인가?,food
2029,TRS,M2E,base의 의미는 무엇인가?,base
2030,TRS,M2E,mean의 의미는 무엇인가?,mean
2031,TRS,M2E,sun의 의미는 무엇인가?,sun
2032,TRS,M2E,hear의 의미는 무엇인가?,hear
2033,TRS,M2E,long의 의미는 무엇인가?,long
2034,TRS,M2E,differ의 의미는 무엇인가?,differ
2035,TRS,M2E,four의 의미는 무엇인가?,four
2036,TRS,M2E,horse의 의미는 무엇인가?,horse
2037,TRS,M2E,make의 의미는 무엇인가?,make
2038,TRS,M2E,move의 의미는 무엇인가?,move
2039,TRS,M2E,thought의 의미는 무엇인가?,thought
2040,TRS,M2E,cut의 의미는 무엇인가?,cut
2041,TRS,M2E,thing의 의미는 무엇인가?,thing
2042,TRS,M2E,right의 의미는 무엇인가?,right
2043,TRS,M2E,let의 의미는 무엇인가?,let
2044,TRS,M2E,sure의 의미는 무엇인가?,sure
2045,TRS,M2E,see의 의미는 무엇인가?,see
2046,TRS,M2E,boy의 의미는 무엇인가?,boy
2047,TRS,M2E,keep의 의미는 무엇인가?,keep
2048,TRS,M2E,watch의 의미는 무엇인가?,watch
2049,TRS,M2E,old의 의미는 무엇인가?,old
2050,TRS,M2E,eye의 의미는 무엇인가?,eye
2051,TRS,M2E,color의 의미는 무엇인가?,color
2052,TRS,M2E,two의 의미는 무엇인가?,two
2053,TRS,M2E,too의 의미는 무엇인가?,too
2054,TRS,M2E,never의 의미는 무엇인가?,never
2055,TRS,M2E,face의 의미는 무엇인가?,face
2056,TRS,M2E,has의 의미는 무엇인가?,has
2057,TRS,M2E,does의 의미는 무엇인가?,does
2058,TRS,M2E,last의 의미는 무엇인가?,last
2059,TRS,M2E,wood의 의미는 무엇인가?,wood
2060,TRS,M2E,look의 의미는 무엇인가?,look
2061,TRS,M2E,tell의 의미는 무엇인가?,tell
2062,TRS,M2E,door의 의미는 무엇인가?,door
2063,TRS,M2E,main의 의미는 무엇인가?,main
